title,company,compensation,employment_type,location,posted_date,description,experience_level,post_id,contact_info,url
Lawncare,,compensation:,contract,,2025-04-14T13:51:47-0400,Lawncare needed for property management company for 40+ houses in the city for the 2025 season. Please contact us to discuss immediately.,,7842359747,,https://rochester.craigslist.org/lab/d/rochester-lawncare/7842359747.html
"Bath  Subcontractors Needed in Rochester, NY",,compensation:,contract,,2025-04-14T16:18:05-0400,"Mad City is looking for experienced subcontractors in the Rochester area! Why partner with us? -Earn up to 300k/year -Year round work -Paid Training -Flexible Schedule Requirements -3 years of remodeling, carpentry or construction experience -Knowledge of residential baths and replacement windows -Have an established business or LLC -Have General Liability and Workers Comp Interested in hearing more details about the opportunity? Please call or text Julie at 608-690-3744",senior,7842407579, | 608-690-3744,https://rochester.craigslist.org/trd/d/west-henrietta-bath-subcontractors/7842407579.html
Cleaning Contractor $25-30,,compensation:,contract,,2025-04-14T19:03:33-0400,Immediate cleaning appointments available. Looking for reliable Cleaners to clean residentially. Must pass a background check. Call to go over details. *Call/Text 315-620-5431 or Email office@citruscleanco.com,,7842452615,office@citruscleanco.com | 315-620-5431,https://rochester.craigslist.org/lab/d/rochester-cleaning-contractor-25-30/7842452615.html
Cleaners Needed,,compensation:,contract,federal dr near Oak Orchard rd,2025-04-14T20:49:15-0400,I need a cleaner in the Batavia area to clean twice a week on Tuesday and Thursday very simple job will not take long. Clean all year round. Please if you are serious email me with your contact information.,,7842475405,,https://rochester.craigslist.org/lab/d/batavia-cleaners-needed/7842475405.html
JR and more landscaping and general jobs,,compensation:,contract,240 fyatt street,2025-04-14T21:59:33-0400,"Offering Landscaping and general jobs , I do jobs like junk removal and helping move furniture but my specialty is landscaping I offer a great price and good service, with 7 years of experience.",,7842486882,,https://rochester.craigslist.org/lab/d/palmyra-jr-and-more-landscaping-and/7842486882.html
Line cooks/ prep cook & waitstaff,,compensation:,contract,,2025-04-15T07:45:53-0400,Highland Diner is looking for experienced line cooks/ prep cooks and servers/ hosts,senior,7842527786,,https://rochester.craigslist.org/fbh/d/rochester-line-cooks-prep-cook-waitstaff/7842527786.html
Coutner person Auto shop,,compensation:,contract,2151 E HENRIETTA RD near Calkins Rd.,2025-04-15T08:14:40-0400,Counter person for high volume auto shop. Call 585-233-2277 for details.,,7842531107, | 585-233-2277,https://rochester.craigslist.org/ofc/d/henrietta-coutner-person-auto-shop/7842531107.html
FULL TIME POSITION - USED CAR LOT,,compensation:,contract,,2025-04-15T08:59:31-0400,"Looking for someone to oversee sales/daily operations for a small 40-car dealership in Spencerport. Responsibilities include in-person sales, following up on leads, processing financing applications, and coordinating maintenance and repairs. Previous experience in automotive sales or a related field helpful. Proficiency in basic computer skills and a valid driver's license required. To express interest, reply to this email with your resume or qualifications, and contact information.",,7842538196,,https://rochester.craigslist.org/lab/d/spencerport-full-time-position-used-car/7842538196.html
USED CAR SALES,,compensation:,contract,,2025-04-15T08:59:48-0400,"Looking for someone to oversee sales/daily operations for a small 40-car dealership in Spencerport. Responsibilities include in-person sales, following up on leads, processing financing applications, and coordinating maintenance and repairs. Previous experience in automotive sales or a related field helpful. Proficiency in basic computer skills and a valid driver's license required. To express interest, reply to this email with your resume or qualifications, and contact information.",,7842538246,,https://rochester.craigslist.org/sls/d/spencerport-used-car-sales/7842538246.html
CDL A Truck Driver - Up to $100k or 70CPM,,compensation:,contract,,2025-04-15T09:52:16-0400,"ITN Express is looking for a CDL A Truck Driver to join our team. Join us today and let's work together! Compensation and Benefits: ● Up to 70 CPM (experience-based) ● Performance Bonus ● Weekly Pay ● Home Every Weekend with Regional Runs ● Flexible Routing and Scheduling ● No Touch Freight (load securement only) ● Excellent Customer Service ● 24/7 Dispatch Support Requirements: ● Class A CDL License ● 1 Year Experience Preferred (2 Years Is Even Better) If you have any questions, call us Monday through Saturday 7am-5pm at (413) 271-0111. Thank you and we look forward to working with you! Visit our website for more information or if you have questions! Website: ITNExpress.com **Call/Text: (413) 271-0111 (Karina)",,7842549537, | (413) 271-0111,https://rochester.craigslist.org/trp/d/rochester-cdl-truck-driver-up-to-100k/7842549537.html
"AUTO DETAILER, $17 - $20+/HOUR, EXP. PREFERRED, GREAT PLACE TO WORK!",,compensation:,contract,,2025-04-15T10:21:09-0400,,,7842556537,,https://rochester.craigslist.org/trd/d/rochester-auto-detailer-hour-exp/7842556537.html
Window & Door Technician,,compensation:,contract,,2025-04-15T10:39:50-0400,"Do you have 5 years experience with servicing and repairing REPLACEMENT windows and doors? We may have an opportunity for you! We are looking for a full time worker, with reliable transportation and a clean drivers license. Works well with others and is open to overtime hours as needed. Please include resume or contact information when responding. We look forward to hearing from you!",,7842561473,,https://rochester.craigslist.org/trd/d/victor-window-door-technician/7842561473.html
